elo,A_Nc3,C_bw100_Nc3,A_d3,C_bw100_d3,A_Ng5,C_bw100_Ng5,A_O-O,C_bw100_O-O
1140.0,0.03458915063583782,0.03303336994709006,0.030721057403776425,0.03151997150910896,0.03458915063583781,0.03303336994709006,0.007960598688634303,0.00915169635122633
1145.0,0.034589150635837805,0.03291056956522874,0.030721057403776425,0.031582605913770906,0.034589150635837805,0.03291056956522874,0.0079605986886343,0.009246609960284808
1150.0,0.03458915063583781,0.03278149421803328,0.030721057403776415,0.03164834934130397,0.03458915063583781,0.03278149421803328,0.007960598688634303,0.009346567050244668
1155.0,0.03458915063583781,0.03264635436079173,0.030721057403776418,0.03171707303893817,0.034589150635837805,0.03264635436079173,0.007960598688634302,0.009451450273682943
1160.0,0.034589150635837805,0.032505447143712875,0.030721057403776415,0.031788600985684874,0.034589150635837805,0.032505447143712875,0.007960598688634303,0.009561081750719003
1165.0,0.034589150635837805,0.03235915945105615,0.030721057403776425,0.031862708132486484,0.03458915063583782,0.03235915945105615,0.007960598688634303,0.009675221173046467
1170.0,0.03458915063583781,0.03220796871719174,0.03072105740377644,0.03193911979545734,0.034589150635837805,0.03220796871719174,0.007960598688634303,0.009793565588105705
1175.0,0.03458915063583781,0.0320524412266248,0.03072105740377643,0.032017512355594364,0.034589150635837805,0.0320524412266248,0.0079605986886343,0.00991575108201838
1180.0,0.034589150635837805,0.03189322770772978,0.030721057403776425,0.032097515364688974,0.03458915063583782,0.03189322770772978,0.007960598688634303,0.010041356503275228
1185.0,0.034589150635837805,0.03173105616063751,0.030721057403776418,0.03217871508891503,0.03458915063583781,0.03173105616063752,0.007960598688634302,0.010169909271638907
1190.0,0.03458915063583781,0.031566722010566164,0.030721057403776425,0.03226065944281925,0.034589150635837805,0.03156672201056617,0.0079605986886343,0.010300893204091626
1195.0,0.03458915063583781,0.03140107583764103,0.030721057403776418,0.03234286418310812,0.03458915063583781,0.03140107583764103,0.007960598688634305,0.010433758170256192
1200.0,0.03458915063583782,0.03123500908922959,0.030721057403776418,0.032424820150896976,0.034589150635837805,0.03123500908922959,0.0079605986886343,0.01056793127368379
1205.0,0.027876670602713118,0.031069438316440483,0.03418422184591425,0.032506001280623344,0.02787667060271312,0.031069438316440486,0.013065406668866877,0.010702829153539994
1210.0,0.027876670602713132,0.030905288579052514,0.03418422184591423,0.03258587304080103,0.027876670602713115,0.030905288579052517,0.013065406668866877,0.010837870923638606
1215.0,0.027876670602713118,0.03074347672192839,0.03418422184591424,0.03266390094189785,0.027876670602713118,0.030743476721928394,0.013065406668866873,0.010972491220478301
1220.0,0.02787667060271312,0.030584895234495785,0.03418422184591424,0.03273955874324751,0.027876670602713118,0.030584895234495785,0.013065406668866878,0.01110615282367226
1225.0,0.027876670602713115,0.030430397362073137,0.03418422184591424,0.03281233601463927,0.02787667060271312,0.030430397362073137,0.013065406668866878,0.011238358341688608
1230.0,0.02787667060271312,0.030280784048122556,0.03418422184591424,0.032881744756753574,0.027876670602713118,0.030280784048122563,0.013065406668866882,0.011368660519806425
1235.0,0.02787667060271312,0.030136793159217665,0.03418422184591424,0.03294732485307112,0.027876670602713108,0.030136793159217665,0.013065406668866877,0.011496670818711367
1240.0,0.027876670602713115,0.02999909129238862,0.03418422184591424,0.033008648207590065,0.02787667060271312,0.029999091292388622,0.013065406668866873,0.011622066021709699
1245.0,0.027876670602713118,0.02986826830199306,0.034184221845914235,0.033065321510065596,0.027876670602713118,0.02986826830199306,0.013065406668866877,0.01174459274540577
1250.0,0.027876670602713115,0.0297448345245871,0.034184221845914235,0.03311698765605823,0.027876670602713115,0.0297448345245871,0.013065406668866878,0.011864069842332119
1255.0,0.027876670602713115,0.029629220537776172,0.034184221845914235,0.03316332592633679,0.027876670602713115,0.029629220537776176,0.013065406668866877,0.011980388785348945
1260.0,0.027876670602713115,0.029521779171969756,0.03418422184591424,0.033204051094203886,0.027876670602713118,0.029521779171969756,0.013065406668866875,0.012093512205887197
1265.0,0.02787667060271312,0.029422789407919862,0.03418422184591424,0.033238911677076065,0.027876670602713115,0.029422789407919866,0.013065406668866877,0.012203470817344663
